Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3,WT/rim15KO_C_T00_R1,WT/rim15KO_C_T00_R2,WT/rim15KO_C_T00_R3,WT/rim15KO_C_T06_R1,WT/rim15KO_C_T06_R2,WT/rim15KO_C_T06_R3,WT/rim15KO_C_T16_R1,WT/rim15KO_C_T16_R2,WT/rim15KO_C_T16_R3,WT/rim15KO_C_T30_R1,WT/rim15KO_C_T30_R2,WT/rim15KO_C_T30_R3,WT/rim15KO_P_T00_R1,WT/rim15KO_P_T00_R2,WT/rim15KO_P_T00_R3,WT/rim15KO_P_T06_R1,WT/rim15KO_P_T06_R2,WT/rim15KO_P_T06_R3,WT/rim15KO_P_T16_R1,WT/rim15KO_P_T16_R2,WT/rim15KO_P_T16_R3,WT/rim15KO_P_T30_R1,WT/rim15KO_P_T30_R2,WT/rim15KO_P_T30_R3
P15454,Guanylate kinase,GUK1,sp|P15454|KGUA_YEAST Guanylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUK1 PE=1 SV=2,0.94435,0.95454,0.94625,1.1056,0.9547,1.163,1.3196,1.1509,1.2906,1.3693,1.2322,1.3148,0.94435,1.0746,0.94625,0.81283,0.87255,0.80693,0.71981,0.83808,0.75836,0.65976,0.75913,0.71797,0.94833,1.0746,0.90478,1.0359,1.0126,1.0062,1.0469,1.0311,1.0143,1.0779,1.1233,1.0137,0.94833,0.95454,0.90478,0.83333,0.78367,0.79304,0.79929,0.7194,0.76581,0.70973,0.64872,0.6561,1.0239,1.1161,0.95637,0.95695,1.0054,0.92451,0.91259,0.97885,0.80128,0.91422,1.0286,0.89295,1.0239,0.8959770629871875,0.95637,1.0326,0.9138261902586128,0.96805,1.0473,0.8174609662388621,1.0027,1.0903,0.7649938800489596,0.89946
P15442,Serine/threonine-protein kinase GCN2,GCN2,sp|P15442|GCN2_YEAST eIF-2-alpha kinase GCN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN2 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15436,DNA polymerase delta catalytic subunit,POL3,sp|P15436|DPOD_YEAST DNA polymerase delta catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POL3 PE=1 SV=4,1.2835,1.1875,1.2622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2835,0.84694,1.2622,NaN,NaN,NaN,NaN,NaN,0.84402,NaN,0.7198,NaN,0.98316,0.84694,0.99193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.98316,1.1875,0.99193,NaN,NaN,NaN,NaN,NaN,0.80181,NaN,0.69391,NaN,0.78451,0.78392,0.87375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78451,1.2756403714664764,0.87375,NaN,NaN,NaN,NaN,NaN,1.1186,NaN,0.9898050084133426,NaN
P15424,"ATP-dependent RNA helicase MSS116, mitochondrial",MSS116,"sp|P15424|MS116_YEAST ATP-dependent RNA helicase MSS116, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSS116 PE=1 SV=1",0.97048,0.98051,0.89522,1.0506,0.7227,0.69689,1.2753,NaN,1.2217,0.84918,0.93623,0.82797,0.97048,0.86879,0.89522,0.87275,0.80892,0.82459,0.67778,0.74876,0.68158,NaN,0.69989,0.75134,0.93534,0.86879,0.8886,0.93598,0.86916,0.90775,0.90685,NaN,0.83248,0.8877,0.83839,0.79124,0.93534,0.98051,0.8886,0.74067,0.81691,0.83965,0.62143,0.8574,0.70932,NaN,0.60546,0.52609,0.91116,0.88732,0.98201,0.84669,1.0933,1.3069,0.73334,NaN,0.72514,0.99505,0.83847,0.86628,0.91116,1.1269891358247306,0.98201,0.88414,1.0473946059177794,0.97182,0.89176,1.0522660549493335,1.0734,NaN,0.9275577404693441,0.59564
P15380,Proline-specific permease,PUT4,sp|P15380|PUT4_YEAST Proline-specific permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUT4 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15367,Signal peptidase complex catalytic subunit SEC11,SEC11,sp|P15367|SEC11_YEAST Signal peptidase complex catalytic subunit SEC11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC11 PE=1 SV=2,0.80817,1.0246,0.96064,1.4023,1.1835,0.9223,0.86822,1.8326,1.0685,1.3123,1.7297,1.6205,0.80817,1.091,0.96064,0.98971,1.1029,0.96935,0.79767,0.90317,0.95957,1.0154,0.87357,0.80157,1.043,1.091,1.0573,1.0834,1.0237,0.99558,0.99218,1.6454,1.0955,1.2659,1.2002,1.342,1.043,1.0246,1.0573,1.0413,1.0527,1.1057,0.7508,1.1875,1.017,0.79809,1.099,0.99745,1.041,1.0155,1.1163,0.72183,0.85813,1.0488,0.97337,0.78991,0.93442,0.95122,0.6865,0.86628,1.041,0.9847365829640571,1.1163,0.99931,0.9191176470588235,1.0446,0.92151,1.312749422390254,1.11,0.78515,1.1588694070065244,1.1894
P15365,Allantoate permease,DAL5,sp|P15365|DAL5_YEAST Allantoate permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAL5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15303,Protein transport protein SEC23,SEC23,sp|P15303|SEC23_YEAST Protein transport protein SEC23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC23 PE=1 SV=1,1.0177,1.0162,1.0153,1.0414,1.0372,1.0082,0.98644,1.0098,1.0359,1.0522,1.0186,1.1487,1.0177,0.9168,1.0153,0.88276,0.8516,0.86112,0.71276,0.78983,0.77213,0.78003,0.68714,0.7253,0.95475,0.9168,0.97703,1.0031,1.0112,0.96694,0.97641,1.0176,0.96668,1.0167,1.1245,0.98608,0.95475,1.0162,0.97703,0.85659,0.88953,0.85106,0.60958,0.79099,0.73015,0.50912,0.69416,0.67944,0.95799,0.93081,0.98531,0.98845,1.0109,0.98624,0.99941,1.0459,1.0243,0.91547,1.0935,0.94041,0.95799,1.0743331077233806,0.98531,0.95595,1.0080035481724896,0.98747,0.82204,0.9823182711198428,0.94501,0.68294,0.9186110600771633,0.85187
P15274,AMP deaminase,AMD1,sp|P15274|AMPD_YEAST AMP deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AMD1 PE=1 SV=2,1.0717,1.0221,1.0731,1.2866,1.3084,1.1255,1.0442,1.2192,1.2701,1.0942,1.0891,0.85858,1.0717,0.93318,1.0731,1.2532,1.1872,1.2175,1.2168,1.2659,1.1131,1.3198,1.0897,1.0073,1.0169,0.93318,1.1036,1.0639,1.1178,1.1309,1.2955,1.3302,1.2875,1.3083,1.0576,1.2704,1.0169,1.0221,1.1036,1.2401,1.1951,1.2383,1.0499,1.3596,1.1793,1.2599,1.1653,1.3717,0.96862,0.86565,1.0393,0.73335,0.92874,1.0858,0.97946,0.89914,1.0933,0.98327,0.84792,0.96676,0.96862,1.155201293825449,1.0393,0.92665,1.0825439783491204,0.95452,0.86226,1.139237622183235,1.1412,0.90429,1.131580138505409,1.3098
P15202,Peroxisomal catalase A,CTA1,sp|P15202|CATA_YEAST Peroxisomal catalase A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTA1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P15180,"Lysine--tRNA ligase, cytoplasmic",KRS1,"sp|P15180|SYKC_YEAST Lysine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRS1 PE=1 SV=2",1.0102,0.97965,0.96915,0.92154,0.93397,0.93633,0.85855,0.79367,0.84577,0.89453,0.80828,0.85341,1.0102,0.98017,0.96915,0.76259,0.8851,0.82311,0.65297,0.82795,0.75602,0.62319,0.69681,0.63642,1.0073,0.98017,1.0148,0.99429,1.0176,0.99568,0.93509,0.9795,0.94673,0.90279,1.0328,0.94953,1.0073,0.97965,1.0148,0.8433,0.79533,0.78612,0.7321,0.68534,0.73006,0.67541,0.62142,0.633,0.98449,0.99041,1.0211,1.1336,1.1219,1.0223,1.0972,1.2053,1.0611,1.0367,1.2752,1.2165,0.98449,1.0096828586141093,1.0211,1.0593,0.888651915044877,0.91867,1.081,0.8177952240758913,0.92628,1.0722,0.8705493166187864,0.94971
P15108,ATP-dependent molecular chaperone HSC82,HSC82,sp|P15108|HSC82_YEAST ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4,1.0247,0.98823,0.99832,1.1194,1.0631,1.0086,1.1705,1.3101,1.0659,1.2623,1.3998,1.1335,1.0247,0.98655,0.99832,0.86362,0.89608,0.86208,0.7293,0.80494,0.78762,0.73536,0.74166,0.69929,0.9662,0.98655,0.96457,1.1121,1.0923,1.0383,1.1315,1.1326,1.0602,1.1065,1.1248,1.0626,0.9662,0.98823,0.96457,1.0116,0.91928,0.95998000000000006,0.79258,0.90035,0.95171,0.74587,0.85581,0.88289,0.96085,1.0241,0.98125,1.0038,1.041,1.0369,0.92233,0.90455,0.98713,0.99158,0.89029,0.9937,0.96085,0.9764671418806757,0.98125,1.0582,1.0289230262684048,1.084,1.0839,1.1627366169015394,1.1868,1.0041,1.1557353366079168,1.2281
P15019,Transaldolase,TAL1,sp|P15019|TAL1_YEAST Transaldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAL1 PE=1 SV=4,0.88911,0.98152,1.051,1.4751,1.4171,1.812,1.8376,1.5776,2.0926,1.7143,1.5936,1.9936,0.88911,0.96959,1.051,1.4058,1.488,1.3501,1.2157,1.3276,1.2761,1.2362,1.2921,1.3106,0.96888,0.96959,1.0302,1.1824,1.1048,1.3611,1.272,1.1845,1.3392,1.1375,1.2514,1.3772,0.96888,0.98152,1.0302,1.4931,1.3913,1.4126,1.1516,1.2,1.2713,1.1253,1.1428,1.3076,1.0738,1.0058,0.99352,0.78215,0.87128,0.8047,0.76569,0.82152,0.72598,0.71073,0.79387,0.71363,1.0738,0.9942334460131238,0.99352,1.0111,0.9122422915526364,1.0371,0.93552,0.9140767824497257,1.0201,0.89263,0.8333333333333334,0.97532
P14922,General transcriptional corepressor CYC8,CYC8,sp|P14922|CYC8_YEAST General transcriptional corepressor CYC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC8 PE=1 SV=2,0.95458,1.0237,0.90631,1.2105,1.084,1.1151,1.5092,0.88136,1.2125,1.3637,0.93285,1.4222,0.95458,0.98836,0.90631,0.91832,0.92032,0.90011,0.83942,0.95035,0.87029,0.9109,0.92211,0.83731,0.95421,0.98836,0.89637,0.9089,0.93323,0.90425,0.90827,0.8782,0.83994,1.0081,1.0831,0.85494,0.95421,1.0237,0.89637,0.90007,0.93144,0.86331,0.71076,0.98232,0.85153,0.79847,0.89758,0.86139,0.97294,0.94811,0.9669,0.87841,0.9328,0.87649,0.59228,0.79861,0.62558,0.70501,0.85535,0.63397,0.97294,1.0547299363997849,0.9669,0.91486,1.0556986613740975,1.0038,0.87923,1.007688664510213,0.99593,0.87939,0.9932459276916965,1.005
P14907,Nucleoporin NSP1,NSP1,sp|P14907|NSP1_YEAST Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSP1 PE=1 SV=1,1.0532,1.0533,1.0129,1.0695,1.0543,0.91335,1.0993,0.93485,1.0313,1.0615,0.88934,1.0152,1.0532,0.99361,1.0129,0.9476,0.89845,0.93019,0.97029,0.87546,0.84389,0.73932,0.95578,0.77867,0.99395,0.99361,1.0087,1.0441,0.98366,0.91414,0.97046,0.96098,0.99216,1.0406,1.0534,1.0172,0.99395,1.0533,1.0087,0.92569,0.97664,0.92837,0.74903,0.83831,0.82221,0.83037,0.74875,0.78372,0.99749,0.94063,0.96254,0.96853,1.0165,0.89664,0.94189,1.1272,0.81217,0.9367,1.0671,0.84273,0.99749,1.0631172724663258,0.96254,0.92514,1.0081559818935186,0.96064,1.0047,0.9556574923547401,0.90342,1.1086,0.9013881377321075,0.82803
P14906,Protein translocation protein SEC63,SEC63,sp|P14906|SEC63_YEAST Protein translocation protein SEC63 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC63 PE=1 SV=2,0.8191,0.9527,0.95974,1.1557,1.0195,0.96157,1.1171,1.1202,1.2782,1.2548,1.1703,0.95432,0.8191,1.0002,0.95974,0.89609,0.81787,0.88552,0.60916,0.6866,0.64789,0.84885,0.60551,0.63906,1.0302,1.0002,1.1395,0.79766,0.9519,1.0903,0.89841,0.92122,1.0344,0.9384,0.88602,0.89069,1.0302,0.9527,1.1395,0.67104,0.84736,0.89415,0.39899,0.7382,0.82305,0.47028,0.79069,0.66485,1.2174,1.0119,1.1684,0.7353,0.91591,1.2127,0.95787,0.83595,0.87053,0.73087,0.76365,0.86475,1.2174,0.9882399446585631,1.1684,0.80179,1.0628347929597823,1.0357,0.54755,1.2152144853566655,1.2779,0.60639,1.258906765364957,1.0184
P14904,Vacuolar aminopeptidase 1,APE1,sp|P14904|AMPL_YEAST Vacuolar aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APE1 PE=1 SV=2,0.76351,0.94936,0.99998,1.9497,1.9455,1.4837,2.6178,2.5694,1.7087,2.5957,2.8155,1.938,0.76351,1.0455,0.99998,1.5459,1.7854,1.9069,1.4089,1.3518,1.3869,1.3973,1.2853,1.3613,1.1964,1.0455,1.3056,1.9894,1.5597,2.0207,2.2159,1.783,2.087,1.9761,2.0391,2.0093,1.1964,0.94936,1.3056,2.2518,2.2042,2.5725,1.994,1.8987,1.8625,1.9663,2.0324,2.1395,1.4847,1.0494,1.2599,0.95848,0.81331,1.3385,0.8446,0.81899,1.3914,0.98463,0.7499,1.1854,1.4847,0.9529254812273679,1.2599,1.309,1.2361703442734409,1.323,1.4113,1.4092843653992504,1.4422,1.3737,1.5156567340628693,1.5463
P14843,"Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited",ARO3,"sp|P14843|AROF_YEAST Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO3 PE=1 SV=1",0.98816,0.98024,0.98699,1.195,1.2102,1.0978,0.96484,0.94724,1.0586,2.2562,0.89628,2.2255,0.98816,0.95619,0.98699,1.2598,1.2947,1.1939,1.1294,1.2105,1.1958,1.159,1.2102,1.1052,0.96067,0.95619,1.0054,1.2394,1.0581,1.2076,1.2015,1.3014,1.1436,1.4809,1.2961,1.4063,0.96067,0.98024,1.0054,1.1527,1.1031,1.1236,1.1699,1.0265,1.1186,1.2013,1.0355,1.1477,0.9857,0.96674,1.0922,1.0067,1.0276,1.0676,1.0074,0.98394,0.94454,0.74753,1.1506,0.63835,0.9857,1.0344042865713634,1.0922,0.94328,0.8823010411152286,0.99407,1.1228,0.8428860418071478,0.91452,1.082,0.8571918395336876,0.97498
P14832,Peptidyl-prolyl cis-trans isomerase,CPR1,sp|P14832|CYPH_YEAST Peptidyl-prolyl cis-trans isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR1 PE=1 SV=3,1.0117,1.0491,0.99665,0.76514,0.90458,0.80708,0.73954,0.82773,0.71437,0.68655,0.81123,0.6862,1.0117,1.1913,0.99665,0.91845,0.95301,1.0161,0.91073,0.90266,0.96286,0.93331,0.96526,0.97393,1.0421,1.1913,0.85558,0.91477,0.80099,0.94196,0.89966,0.78845,0.93263,0.93966,0.75811,0.89163,1.0421,1.0491,0.85558,1.2779,1.2756,1.2431,1.2289,1.2802,1.2126,1.3875,1.3285,1.2947,0.99731,1.1523,0.84754,1.1242,0.88012,1.1419,1.1316,0.89295,1.2157,1.215,0.86306,1.201,0.99731,0.8678295582747547,0.84754,1.3396,1.2385588129652336,1.1702,1.36,1.3844662882458811,1.2936,1.507,1.3379537335598934,1.2244
P14772,Bile pigment transporter 1,BPT1,sp|P14772|BPT1_YEAST Bile pigment transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BPT1 PE=1 SV=2,0.83092,0.8826,0.84276,NaN,0.99254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.83092,0.97689,0.84276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.77523,NaN,0.99638,0.97689,0.96483,NaN,1.3589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.99638,0.8826,0.96483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8287,NaN,1.1,1.0425,1.0935,NaN,0.96459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1,0.9592326139088729,1.0935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.170609941393532,NaN
P14747,Serine/threonine-protein phosphatase 2B catalytic subunit A2,CMP2,sp|P14747|PP2B2_YEAST Serine/threonine-protein phosphatase 2B catalytic subunit A2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMP2 PE=1 SV=2,0.94284,1.0585,0.88469,1.531,1.0754,1.378,1.9607,1.4899,1.4293,1.5715,NaN,1.4085,0.94284,1.0298,0.88469,1.0262,1.3007,0.98996,0.88451,0.79334,0.67436,1.1848,NaN,0.64889,1.0163,1.0298,1.0725,1.0188,0.90808,1.1473,1.0778,1.0914,1.2882,1.0439,NaN,1.2281,1.0163,1.0585,1.0725,1.128,1.3689,1.0729,0.76945,0.81936,0.85472,0.94125,NaN,0.87715,1.0801,0.95373,1.1152,0.69683,0.9097,0.84477,0.68965,0.70117,0.74473,0.68466,NaN,0.92419,1.0801,1.0485147788158073,1.1152,1.0158,1.0602542489689029,1.0408,0.86026,1.2274758187263712,1.2745,1.0712,NaN,1.3162
P14743,Glycylpeptide N-tetradecanoyltransferase,NMT1,sp|P14743|NMT_YEAST Glycylpeptide N-tetradecanoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NMT1 PE=1 SV=1,0.95449,0.91849,0.92767,0.93089,0.93277,0.9578,0.7628,0.97654,0.73125,0.83506,0.77478,0.6603,0.95449,0.858,0.92767,0.84675,0.90446,0.7804,0.64132,0.74529,0.73626,0.67905,0.64594,0.70807,0.93696,0.858,0.91432,1.1041,0.97619,0.97239,0.96119,0.84988,0.91353,0.87126,0.79056,0.86067,0.93696,0.91849,0.91432,0.8543,0.89652,0.84413,0.66284,0.71768,0.71489,0.60532,0.60207,0.7082,1.0224,0.97091,1.0502,1.1003,1.0849,0.88354,1.1498,1.0977,1.2854,1.197,0.91167,1.1056,1.0224,1.029961582432975,1.0502,0.90544,1.0579547618543832,0.93865,0.8572,0.9363295880149812,1.0971,0.8568,0.8646031471554556,1.0071
P14742,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],GFA1,sp|P14742|GFA1_YEAST Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GFA1 PE=1 SV=4,0.93767,1.0145,0.94268,0.93345,1.0259,0.86559,0.8775,0.93912,1.1571,0.78506,0.84827,0.68571,0.93767,0.91702,0.94268,0.84598,0.89084,0.84171,0.65784,0.808,0.74599,0.65841,0.59436,0.59665,0.98381,0.91702,1.0531,1.058,1.0227,1.0638,1.0293,1.041,1.1025,1.1091,0.99612,1.0603,0.98381,1.0145,1.0531,0.97335,0.92004,0.95015,0.6965,0.87285,0.82619,0.57953,0.76453,0.79459,1.0367,0.90987,1.1472,1.084,0.98682,1.202,1.2002,1.0375,1.0611,1.2511,1.1259,1.2438,1.0367,1.099058107202128,1.1472,1.0594,1.0703314816598701,1.0812,1.0482,1.1048380859784999,1.1965,0.9126,1.149702801825728,1.3249
P14741,Translation initiation factor eIF-2B subunit alpha,GCN3,sp|P14741|EI2BA_YEAST Translation initiation factor eIF-2B subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN3 PE=1 SV=1,0.97994,1.0444,0.88798,1.1601,0.90567,0.82261,NaN,NaN,NaN,NaN,NaN,NaN,0.97994,0.98843,0.88798,0.72797,NaN,0.42505,1.0928,1.3506,1.0035,0.91269,0.86857,0.62004,1.052,0.98843,1.0607,1.3336,0.73726,0.82458,NaN,NaN,NaN,NaN,NaN,NaN,1.052,1.0444,1.0607,0.78648,NaN,0.53127,1.3492,1.0058,1.2516,0.66551,0.65635,0.95088,1.0902,0.90884,1.1727,1.0676,0.94062,0.92272,NaN,NaN,NaN,NaN,NaN,NaN,1.0902,1.1003036838167335,1.1727,0.93869,NaN,1.3458,1.1218,0.7887057338906853,1.1959,0.83735,0.7641170627340108,1.4958
P14737,DNA repair protein RAD9,RAD9,sp|P14737|RAD9_YEAST DNA repair protein RAD9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD9 PE=1 SV=2,NaN,NaN,1.7561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P14682,Ubiquitin-conjugating enzyme E2-34 kDa,CDC34,sp|P14682|UBC3_YEAST Ubiquitin-conjugating enzyme E2-34 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC34 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P14680,Dual specificity protein kinase YAK1,YAK1,sp|P14680|YAK1_YEAST Dual specificity protein kinase YAK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAK1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.062,NaN,NaN,1.1293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5146,NaN,NaN,1.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4171733061236058,NaN,NaN,1.7470910933296062,NaN
P14540,Fructose-bisphosphate aldolase,FBA1,sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FBA1 PE=1 SV=3,1.0751,1.015,1.1563,1.1282,1.0878,1.1385,1.1378,1.3762,1.2162,1.1199,1.173,1.2103,1.0751,1.0723,1.1563,1.5749,1.6704,1.6567,1.4949,1.415,1.4066,1.2286,1.3518,1.3227,0.98995,1.0723,0.97915,1.0802,1.052,1.0642,1.0771,1.0364,1.1303,1.0653,1.1193,1.0802,0.98995,1.015,0.97915,1.5546,1.4002,1.4595,1.4299,1.2932,1.2444,1.4172,1.313,1.2359,0.94305,1.0797,0.84719,0.98524,0.89096,0.89694,0.94457,0.82095,0.92463,0.95257,0.76525,0.93132,0.94305,0.9261831990367694,0.84719,0.93638,0.8832361773538243,0.84803,0.93543,0.9120758847136081,0.89053,1.0611,0.9247272054743851,0.86175
